Product Title,URL,Brand,Seller Name,Marketplace,Seller Type,Location,Sales Quantity,Sales Revenue,,,
Bening's Brightening Night Cream (K1) | Cream Malam Pencerah dan Glowing,https://shopee.co.id/Bening-s-Brightening-Night-Cream-K1-Cream-Malam-Pencerah-dan-Glowing-i.190390143.7204038822,Bening'S,Bening's Official Shop,Shopee,Official Store,KOTA JAMBI,"1,613","Rp310,387,500",1613,Rp310387500,310387500
Hyalu B5 Serum 30ml Bundle -FREE Hyalu B5 10ml & Uvidea Anthelios 50+ Spf Sunscreen 3ml Senilai 330K,https://shopee.co.id/Hyalu-B5-Serum-30ml-Bundle-FREE-Hyalu-B5-10ml-Uvidea-Anthelios-50-Spf-Sunscreen-3ml-Senilai-330K-i.433144176.11511752557,La Roche-Posay,La Roche Posay Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,"1,611","Rp120,829,900",1611,Rp120829900,120829900
Premiere Beaute Niacinamide Centella Serum Luminous White Glow Brightening Serum 30ml,https://shopee.co.id/Premiere-Beaute-Niacinamide-Centella-Serum-Luminous-White-Glow-Brightening-Serum-30ml-i.237204571.4794043147,Premiere Beaute,Premiere Beaute Official Store,Shopee,Official Store,KOTA JAKARTA UTARA,"1,582","Rp435,103,200",1582,Rp435103200,435103200
Wardah Lightening Serum Ampoule 8 ml - Serum dengan 10X Advanced Niacinamide dan Bisabolol,https://shopee.co.id/Wardah-Lightening-Serum-Ampoule-8-ml-Serum-dengan-10X-Advanced-Niacinamide-dan-Bisabolol-i.59763733.7978730355,Wardah,Wardah Official Shop,Shopee,Official Store,KOTA JAKARTA SELATAN,"1,578","Rp303,435,000",1578,Rp303435000,303435000
La Roche Posay Hyalu B5 Anti-Aging Serum 30ml- Serum Hyaluronic Acid Kulit Sensitif/ Kering/ Kerutan,https://shopee.co.id/La-Roche-Posay-Hyalu-B5-Anti-Aging-Serum-30ml-Serum-Hyaluronic-Acid-Kulit-Sensitif-Kering-Kerutan-i.433144176.8551394134,La Roche-Posay,La Roche Posay Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,"1,575","Rp155,056,425",1575,Rp155056425,155056425
La Roche Posay Effaclar Salicylic Acid Serum 30ml - Serum Wajah Kulit Jerawat/ Berminyak,https://shopee.co.id/La-Roche-Posay-Effaclar-Salicylic-Acid-Serum-30ml-Serum-Wajah-Kulit-Jerawat-Berminyak-i.433144176.10521129148,La Roche-Posay,La Roche Posay Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,"1,561","Rp287,126,815",1561,Rp287126815,287126815
Bening's Brightening Night Cream (H) / (K2new) | Cream Malam Pencerah dan Glowing,https://shopee.co.id/Bening-s-Brightening-Night-Cream-H-K2new-Cream-Malam-Pencerah-dan-Glowing-i.190390143.3804134468,Bening'S,Bening's Official Shop,Shopee,Official Store,KOTA JAMBI,"1,533","Rp190,925,000",1533,Rp190925000,190925000
NPURE Face Essence Centella Asiatica / Acne Care (Cica Series),https://shopee.co.id/NPURE-Face-Essence-Centella-Asiatica-Acne-Care-Cica-Series--i.115276607.7432028999,Npure,Npure Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,"1,519","Rp61,756,800",1519,Rp61756800,61756800
Whitelab Granactive Retinoid Intensive Care Serum,https://shopee.co.id/Whitelab-Granactive-Retinoid-Intensive-Care-Serum-i.201071840.2924946282,Whitelab,Whitelab Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,"1,477","Rp52,268,300",1477,Rp52268300,52268300
Wardah Renew You Anti Aging Intensive Serum 17 ml - Serum Anti Aging Samarkan Garis Halus,https://shopee.co.id/Wardah-Renew-You-Anti-Aging-Intensive-Serum-17-ml-Serum-Anti-Aging-Samarkan-Garis-Halus-i.59763733.1080218030,Wardah,Wardah Official Shop,Shopee,Official Store,KOTA JAKARTA SELATAN,"1,461","Rp48,035,600",1461,Rp48035600,48035600
MSBB - Avoskin Your Skin Bae Alpha Arbutin 3% + Grapeseed,https://shopee.co.id/MSBB-Avoskin-Your-Skin-Bae-Alpha-Arbutin-3-Grapeseed-i.288588702.5369143153,Avoskin,My Skin But Better Official Shop,Shopee,Official Store,KOTA TANGERANG SELATAN,"1,442","Rp335,309,247",1442,Rp335309247,335309247
Everwhite Niacinamide Brightening Serum,https://shopee.co.id/Everwhite-Niacinamide-Brightening-Serum-i.85451896.6657101035,Everwhite,Everwhite Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,"1,440","Rp142,110,000",1440,Rp142110000,142110000
Safi Age Defy Anti Aging Youth Elixir Serum 15ml - Perawatan Wajah,https://shopee.co.id/Safi-Age-Defy-Anti-Aging-Youth-Elixir-Serum-15ml-Perawatan-Wajah-i.63823668.4301599794,Safi,Safi Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,"1,383","Rp214,365,000",1383,Rp214365000,214365000
Sulwhasoo First Care - Best Seller Trial Kit,https://shopee.co.id/Sulwhasoo-First-Care-Best-Seller-Trial-Kit-i.274949344.9450972801,Sulwhasoo,Sulwhasoo Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,"1,372","Rp37,372,800",1372,Rp37372800,37372800
Madame Gie Madame Serum - Skin Care Face Serum,https://shopee.co.id/Madame-Gie-Madame-Serum-Skin-Care-Face-Serum-i.94309880.7866764988,Madame Gie,Madame Gie Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,"1,329","Rp80,849,912",1329,Rp80849912,80849912
MAKE OVER Hydration Serum 33 ml - Hydrating Makeup Primer,https://shopee.co.id/MAKE-OVER-Hydration-Serum-33-ml-Hydrating-Makeup-Primer-i.63984475.1058801221,Make Over,Make Over Official Shop,Shopee,Official Store,KOTA JAKARTA SELATAN,"1,314","Rp125,611,200",1314,Rp125611200,125611200
"[innisfree] Green Tea Seed Serum, Niacinamide, Hyaluronic Acid, Hydration, Serum Wajah, Skincare",https://shopee.co.id/-innisfree-Green-Tea-Seed-Serum-Niacinamide-Hyaluronic-Acid-Hydration-Serum-Wajah-Skincare-i.61504589.1005136681,Innisfree,Innisfree Official Shop,Shopee,Official Store,KOTA BEKASI,"1,307","Rp38,692,400",1307,Rp38692400,38692400
"La Roche Posay Effaclar Acne Serum Routine -  FREE GIFTS senilai Rp 680,000",https://shopee.co.id/La-Roche-Posay-Effaclar-Acne-Serum-Routine-FREE-GIFTS-senilai-Rp-680-000-i.433144176.9887147243,La Roche-Posay,La Roche Posay Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,"1,295","Rp184,545,000",1295,Rp184545000,184545000
Sulwhasoo Concentrated Ginseng Renewing Serum Trial Kit,https://shopee.co.id/Sulwhasoo-Concentrated-Ginseng-Renewing-Serum-Trial-Kit-i.274949344.6963764722,Sulwhasoo,Sulwhasoo Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,"1,293","Rp29,590,800",1293,Rp29590800,29590800
Azarine Anti Acne & Brightening Serum 20ml,https://shopee.co.id/Azarine-Anti-Acne-Brightening-Serum-20ml-i.80036545.3865358281,Azarine,Azarine Cosmetic Official Shop,Shopee,Official Store,KAB. SIDOARJO,"1,292","Rp150,257,250",1292,Rp150257250,150257250
COSRX Advanced Snail Mucin 96 Power Essence Skin Care - 100 ML (Esense wajah untuk anti penuaan),https://shopee.co.id/COSRX-Advanced-Snail-Mucin-96-Power-Essence-Skin-Care-100-ML-Esense-wajah-untuk-anti-penuaan--i.404429429.2957199164,Cosrx,COSRX Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,"1,214","Rp86,748,750",1214,Rp86748750,86748750
Scarlett Brightly Ever After Serum,https://shopee.co.id/Scarlett-Brightly-Ever-After-Serum-i.110573301.6455045424,Scarlett,Beauty by Shopee,Shopee,Official Store,KOTA JAKARTA UTARA,"1,213","Rp237,360,000",1213,Rp237360000,237360000
Garnier Bright Complete White Speed Serum Day Cream Extra SPF 36/PA+++ Skin Care - 50 ml,https://shopee.co.id/Garnier-Bright-Complete-White-Speed-Serum-Day-Cream-Extra-SPF-36-PA-Skin-Care-50-ml-i.62583853.1022726857,Garnier,Garnier Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,"1,177","Rp158,421,304",1177,Rp158421304,158421304
Whitelab Hydrating Face Essence,https://shopee.co.id/Whitelab-Hydrating-Face-Essence-i.201071840.3170161664,Whitelab,Whitelab Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,"1,153","Rp216,989,700",1153,Rp216989700,216989700
Dear Me Beauty 2% Salicylic Acid (BHA) + Lemon Extract Face Serum - 12ml,https://shopee.co.id/Dear-Me-Beauty-2-Salicylic-Acid-BHA-Lemon-Extract-Face-Serum-12ml-i.45495764.9248396765,Dear Me Beauty,Dear Me Beauty Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,"1,105","Rp158,475,000",1105,Rp158475000,158475000
Olay Serum Wajah Regenerist Anti Aging Skincare 50ml,https://shopee.co.id/Olay-Serum-Wajah-Regenerist-Anti-Aging-Skincare-50ml-i.11487927.95468637,Olay,P&G Official Store,Shopee,Official Store,KOTA BEKASI,"1,088","Rp151,232,000",1088,Rp151232000,151232000
Sulwhasoo First Care Activating Serum Amber Set,https://shopee.co.id/Sulwhasoo-First-Care-Activating-Serum-Amber-Set-i.274949344.11910298258,Sulwhasoo,Sulwhasoo Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,"1,073","Rp24,567,800",1073,Rp24567800,24567800
Garnier Sakura White Serum Day Cream SPF30/PA+++ Skin Care - 50 ml (Untuk Kulit Cerah Merona),https://shopee.co.id/Garnier-Sakura-White-Serum-Day-Cream-SPF30-PA-Skin-Care-50-ml-Untuk-Kulit-Cerah-Merona--i.62583853.1022757645,Garnier,Garnier Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,"1,063","Rp24,962,300",1063,Rp24962300,24962300
Ponds Bright Beauty Power Serum 30G,https://shopee.co.id/Ponds-Bright-Beauty-Power-Serum-30G-i.14318452.8335269295,Pond'S,Unilever Indonesia Official Shop,Shopee,Official Store,KOTA BEKASI,"1,056","Rp31,574,400",1056,Rp31574400,31574400
Bio Beauty Lab Bundling Phyto & 10ml Acne Treatment,https://shopee.co.id/Bio-Beauty-Lab-Bundling-Phyto-10ml-Acne-Treatment-i.127156054.6393775610,Bio Beauty Lab,Bio Beauty Lab Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,"1,009","Rp148,436,400",1009,Rp148436400,148436400
YOU Golden Age Special Glowing Complete Bundle Free Gift,https://shopee.co.id/YOU-Golden-Age-Special-Glowing-Complete-Bundle-Free-Gift-i.72375863.4585388741,Y.O.U,YOU Beauty Official Store,Shopee,Official Store,KOTA TANGERANG,994,"Rp88,466,000",994,Rp88466000,88466000
Trueve Paket Glowing Anti Jerawat,https://shopee.co.id/Trueve-Paket-Glowing-Anti-Jerawat-i.310417610.4763876792,Trueve,Trueve Official Shop ,Shopee,Official Store,KAB. TANGERANG,971,"Rp101,652,650",971,Rp101652650,101652650
Wardah White Secret Intense Brightening Essence,https://shopee.co.id/Wardah-White-Secret-Intense-Brightening-Essence-i.30736001.2792895001,Wardah,Watsons Indonesia Official Shop,Shopee,Official Store,KAB. TANGERANG,963,"Rp55,308,000",963,Rp55308000,55308000
Sulwhasoo First Care Activating Serum Trial Set,https://shopee.co.id/Sulwhasoo-First-Care-Activating-Serum-Trial-Set-i.274949344.9420308144,Sulwhasoo,Sulwhasoo Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,958,"Rp96,036,500",958,Rp96036500,96036500
White Story Brightening Face Serum,https://shopee.co.id/White-Story-Brightening-Face-Serum-i.405973920.7686399978,White Story,White Story Official Shop,Shopee,Official Store,KAB. TANGERANG,951,"Rp191,806,200",951,Rp191806200,191806200
SOMETHINC Holygrail Multipeptide Youth Elixir 20ml + FREE BAKUCHIOL 5 ML,https://shopee.co.id/SOMETHINC-Holygrail-Multipeptide-Youth-Elixir-i.195455930.4887791536,Somethinc,SOMETHINC Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,945,"Rp53,931,000",945,Rp53931000,53931000
Nacific Fresh Herb Origin Serum (50ml),https://shopee.co.id/Nacific-Fresh-Herb-Origin-Serum-50ml--i.238379974.5192586864,Nacific,Nacific Cosmetics Official Shop,Shopee,Official Store,KOTA TANGERANG,927,"Rp54,075,000",927,Rp54075000,54075000
Aish Darkspot Serum Korea Original Serum Penghilang Bekas Flek Hitam Atau Noda Hitam Pada Wajah,https://shopee.co.id/Aish-Darkspot-Serum-Korea-Original-Serum-Penghilang-Bekas-Flek-Hitam-Atau-Noda-Hitam-Pada-Wajah-i.287975332.13008914562,Aish Serum Korea,Prestige Beauty,Shopee,Official Store,KOTA SURABAYA,903,"Rp9,292,700",903,Rp9292700,9292700
"Avoskin Your Skin Bae Azeclair 10% + Kombucha 3% + Niacinamide 2,5% Vaccine Serum",https://shopee.co.id/Avoskin-Your-Skin-Bae-Azeclair-10-Kombucha-3-Niacinamide-2-5-Vaccine-Serum-i.154494405.9018512951,Avoskin,Avoskin Official Shop,Shopee,Official Store,KAB. SLEMAN,893,"Rp38,282,900",893,Rp38282900,38282900
Garnier Light Complete Serum and Day Cream Package - Untuk Kulit Cerah Cepat,https://shopee.co.id/Garnier-Light-Complete-Serum-and-Day-Cream-Package-Untuk-Kulit-Cerah-Cepat-i.62583853.3633700076,Garnier,Garnier Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,887,"Rp40,885,300",887,Rp40885300,40885300
Wardah Lightening Serum Ampoule 5x5 ml - Serum dengan 10X Advanced Niacinamide dan Bisabolol,https://shopee.co.id/Wardah-Lightening-Serum-Ampoule-5x5-ml-Serum-dengan-10X-Advanced-Niacinamide-dan-Bisabolol-i.59763733.3743025132,Wardah,Wardah Official Shop,Shopee,Official Store,KOTA JAKARTA SELATAN,886,"Rp395,380,500",886,Rp395380500,395380500
Avoskin Hydrating Treatment Essence,https://shopee.co.id/Avoskin-Hydrating-Treatment-Essence-i.154494405.2309127451,Avoskin,Avoskin Official Shop,Shopee,Official Store,KAB. SLEMAN,857,"Rp105,411,000",857,Rp105411000,105411000
L'Oreal Paris Revitalift Crystal Micro Essence  Serum Skin Care - 65 ml & Clinical Essence - 30 ml,https://shopee.co.id/L-Oreal-Paris-Revitalift-Crystal-Micro-Essence-Serum-Skin-Care-65-ml-Clinical-Essence-30-ml-i.62579622.6248734751,L'Oreal,L'Oreal Paris Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,857,"Rp23,575,000",857,Rp23575000,23575000
Erha Truwhite 3% TXA & Hexyl Resorcinol Active Glow Booster 15ml - Booster Pencerah,https://shopee.co.id/Erha-Truwhite-3-TXA-Hexyl-Resorcinol-Active-Glow-Booster-15ml-Booster-Pencerah-i.129153987.9314241696,Erha,Erha Official Store,Shopee,Official Store,KOTA JAKARTA UTARA,849,"Rp109,521,000",849,Rp109521000,109521000
Laneige PR Youth Regenerator 40ml (OL21),https://shopee.co.id/Laneige-PR-Youth-Regenerator-40ml-OL21--i.52917348.3001898863,Laneige,Laneige Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,845,"Rp95,777,000",845,Rp95777000,95777000
Teratu Beauty Skin Barrier Serum,https://shopee.co.id/Teratu-Beauty-Skin-Barrier-Serum-i.232394743.8621402097,Teratu,Teratu Beauty Official Shop,Shopee,Official Store,KAB. BANDUNG,816,"Rp102,105,700",816,Rp102105700,102105700
Erha Age Corrector Peptides & Soya Phytoplacenta Serum 20 mL - Serum Anti Penuaan,https://shopee.co.id/Erha-Age-Corrector-Peptides-Soya-Phytoplacenta-Serum-20-mL-Serum-Anti-Penuaan-i.129153987.1981545218,Erha,Erha Official Store,Shopee,Official Store,KOTA JAKARTA UTARA,790,"Rp45,110,778",790,Rp45110778,45110778
"Bloomka Bakuchiol+Vitamin B3 Facial Treatment Serum(Brightening, acne)",https://shopee.co.id/Bloomka-Bakuchiol-Vitamin-B3-Facial-Treatment-Serum-Brightening-acne--i.312614769.7078023045,Bloomka,Bloomka Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,787,"Rp63,130,500",787,Rp63130500,63130500
NUTRISHE Intensive Bright & Glow Serum,https://shopee.co.id/NUTRISHE-Intensive-Bright-Glow-Serum-i.270965687.4370575766,Nutrishe,Yepposkin Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,758,"Rp44,643,400",758,Rp44643400,44643400
L'Oreal Paris Revitalift Crystal Micro Essence Water Serum Skin Care - 130 ml,https://shopee.co.id/L-Oreal-Paris-Revitalift-Crystal-Micro-Essence-Water-Serum-Skin-Care-130-ml-i.62579622.2379827393,L'Oreal,L'Oreal Paris Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,751,"Rp83,684,600",751,Rp83684600,83684600
"Avoskin Your Skin Bae Lactic Acid 10% + Kiwi Fruit 5% + Niacinamide 2,5% High Dose Serum",https://shopee.co.id/Avoskin-Your-Skin-Bae-Lactic-Acid-10-Kiwi-Fruit-5-Niacinamide-2-5-High-Dose-Serum-i.154494405.3880230277,Avoskin,Avoskin Official Shop,Shopee,Official Store,KAB. SLEMAN,744,"Rp48,513,000",744,Rp48513000,48513000
"Ponds Age Miracle Serum Wajah Retinol Youthful Glow 30 Ml - Anti Aging Serum, Anti Wrinkle",https://shopee.co.id/Ponds-Age-Miracle-Serum-Wajah-Retinol-Youthful-Glow-30-Ml-Anti-Aging-Serum-Anti-Wrinkle-i.14318452.1637854710,Pond'S,Unilever Indonesia Official Shop,Shopee,Official Store,KOTA BEKASI,741,"Rp81,009,500",741,Rp81009500,81009500
Laneige Clear-C Peeling Serum 80ml (OL21),https://shopee.co.id/Laneige-Clear-C-Peeling-Serum-80ml-OL21--i.52917348.7817272182,Laneige,Laneige Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,727,"Rp93,783,000",727,Rp93783000,93783000
MSBB - Avoskin Your Skin Bae Niacinamide 12% + Centella Asiatica,https://shopee.co.id/MSBB-Avoskin-Your-Skin-Bae-Niacinamide-12-Centella-Asiatica-i.288588702.9207142992,Avoskin,My Skin But Better Official Shop,Shopee,Official Store,KOTA TANGERANG SELATAN,704,"Rp104,896,000",704,Rp104896000,104896000
Somethinc 5% Niacinamide + Moisture Sabi Beet Serum 20ml,https://shopee.co.id/Somethinc-5-Niacinamide-Moisture-Sabi-Beet-Serum-20ml-i.110573301.8715961818,Somethinc,Beauty by Shopee,Shopee,Official Store,KOTA JAKARTA UTARA,701,"Rp214,996,700",701,Rp214996700,214996700
Wardah C-Defense Serum 17 ml - HiGrade Vitamin C yang Mencerahkan dan Antioksidan,https://shopee.co.id/Wardah-C-Defense-Serum-17-ml-HiGrade-Vitamin-C-yang-Mencerahkan-dan-Antioksidan-i.59763733.1081231166,Wardah,Wardah Official Shop,Shopee,Official Store,KOTA JAKARTA SELATAN,700,"Rp32,850,650",700,Rp32850650,32850650
Dear Me Beauty 10% Vitamin C + Orange Extract Face Serum - 32ml,https://shopee.co.id/Dear-Me-Beauty-10-Vitamin-C-Orange-Extract-Face-Serum-32ml-i.45495764.8685436515,Dear Me Beauty,Dear Me Beauty Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,696,"Rp18,707,100",696,Rp18707100,18707100
L'Oreal Paris Revitalift Crystal Micro Essence  Serum Skin Care - 130 ml x2 Pcs,https://shopee.co.id/L-Oreal-Paris-Revitalift-Crystal-Micro-Essence-Serum-Skin-Care-130-ml-x2-Pcs-i.62579622.4448741325,L'Oreal,L'Oreal Paris Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,693,"Rp15,864,444",693,Rp15864444,15864444
Bening's Acne Serum,https://shopee.co.id/Bening-s-Acne-Serum-i.190390143.4002655404,Bening'S,Bening's Official Shop,Shopee,Official Store,KOTA JAMBI,691,"Rp59,475,800",691,Rp59475800,59475800
Safi Age Defy Anti Aging Gold Water Essence 30 ml - Perawatan Wajah,https://shopee.co.id/Safi-Age-Defy-Anti-Aging-Gold-Water-Essence-30-ml-Perawatan-Wajah-i.63823668.2497353898,Safi,Safi Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,679,"Rp74,681,600",679,Rp74681600,74681600
Safi Age Defy Anti Aging Concentrated Serum 20ml - Perawatan Wajah,https://shopee.co.id/Safi-Age-Defy-Anti-Aging-Concentrated-Serum-20ml-Perawatan-Wajah-i.63823668.1158805935,Safi,Safi Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,655,"Rp97,595,000",655,Rp97595000,97595000
Glowlabs Retinol Cica Night Serum (Mild and Powerful Anti-Aging Skincare),https://shopee.co.id/Glowlabs-Retinol-Cica-Night-Serum-Mild-and-Powerful-Anti-Aging-Skincare--i.336869851.9716809151,Glowlabs,Glowlabs Official Shop,Shopee,Official Store,KOTA SURAKARTA (SOLO),638,"Rp88,682,000",638,Rp88682000,88682000
Wardah Hydra Rose Micro Gel Serum 30 ml - Serum untuk Kulit Kering dengan Rose Oil,https://shopee.co.id/Wardah-Hydra-Rose-Micro-Gel-Serum-30-ml-Serum-untuk-Kulit-Kering-dengan-Rose-Oil-i.59763733.4155205113,Wardah,Wardah Official Shop,Shopee,Official Store,KOTA JAKARTA SELATAN,637,"Rp48,810,700",637,Rp48810700,48810700
Ponds Age Miracle Double Action Retinol Serum Anti Aging 15 Ml,https://shopee.co.id/Ponds-Age-Miracle-Double-Action-Retinol-Serum-Anti-Aging-15-Ml-i.14318452.4879449161,Pond'S,Unilever Indonesia Official Shop,Shopee,Official Store,KOTA BEKASI,633,"Rp53,672,700",633,Rp53672700,53672700
Some By Mi Snail Truecica Miracle Repair Cream,https://shopee.co.id/Some-By-Mi-Snail-Truecica-Miracle-Repair-Cream-i.455311481.8965069152,Somebymi,Some By Mi Official Shop,Shopee,Official Store,KOTA TANGERANG,632,"Rp93,061,300",632,Rp93061300,93061300
Premiere Beaute Niacinamide Centella Toner Luminous White Glow Brightening Essence Toner 120ml,https://shopee.co.id/Premiere-Beaute-Niacinamide-Centella-Toner-Luminous-White-Glow-Brightening-Essence-Toner-120ml-i.237204571.9276029557,Premiere Beaute,Premiere Beaute Official Store,Shopee,Official Store,KOTA JAKARTA UTARA,630,"Rp125,472,200",630,Rp125472200,125472200
Sulwhasoo First Care Activating Serum 60ml (Limited Set),https://shopee.co.id/Sulwhasoo-First-Care-Activating-Serum-60ml-Limited-Set--i.274949344.4678795250,Sulwhasoo,Sulwhasoo Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,627,"Rp85,185,000",627,Rp85185000,85185000
ElsheSkin Radiant Supple Serum,https://shopee.co.id/ElsheSkin-Radiant-Supple-Serum-i.9035345.8920423527,ElsheSkin,ElsheSkin Official Shop,Shopee,Official Store,KOTA TANGERANG SELATAN,618,"Rp132,419,800",618,Rp132419800,132419800
Azarine Miraclear Herbal Peeling Serum AHA BHA 20ml,https://shopee.co.id/Azarine-Miraclear-Herbal-Peeling-Serum-AHA-BHA-20ml-i.80036545.3156205728,Azarine,Azarine Cosmetic Official Shop,Shopee,Official Store,KAB. SIDOARJO,617,"Rp13,142,100",617,Rp13142100,13142100
Laneige Clear C Booster Serum Set (OL21),https://shopee.co.id/Laneige-Clear-C-Booster-Serum-Set-OL21--i.52917348.9134181789,Laneige,Laneige Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,611,"Rp51,824,500",611,Rp51824500,51824500
Purivera Sea Ceramide Serum Bakuchiol 2% Ceramide 3% Buckthorn Anti Aging Skin Barrier Retinol Alt,https://shopee.co.id/Purivera-Sea-Ceramide-Serum-Bakuchiol-2-Ceramide-3-Buckthorn-Anti-Aging-Skin-Barrier-Retinol-Alt-i.43724442.3485077026,Purivera,Purivera Botanicals Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,605,"Rp64,735,100",605,Rp64735100,64735100
[Official Distributor] Klairs: Freshly Juiced Vitamin Drop 35ml,https://shopee.co.id/-Official-Distributor-Klairs-Freshly-Juiced-Vitamin-Drop-35ml-i.63803418.1188686391,Klairs,Klairs Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,597,"Rp81,494,400",597,Rp81494400,81494400
